Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Estimated reference length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# N's per 100 kbp
contigs	976123	138680	38888	13786	1299	60	833872412	633239195	397980146	223394354	42566524	3382552	66156	89863	503694093	635000000	43.80	8961	6907	5430	3477	16792	25161	35009	57658	0.00
